income,expenses,debts,savings
66025,20794,14515,43779
59061,45162,8577,13041
84554,14297,12030,69054
27808,42322,20534,0
68888,30389,15492,36949
67196,25105,19463,40144
35399,31670,22348,1494
65107,37333,14114,26362
55042,43667,16036,9771
46587,33131,13490,12107
37640,21093,10936,15453
39213,30556,10235,7633
80747,48167,19215,30658
50010,43476,16043,4929
61731,39087,24233,20220
38136,37956,19860,0
38302,36994,11343,173
66229,41587,19201,22721
29756,25433,13474,2975
43771,16449,21084,25213
50510,30690,12568,18563
51670,21824,9737,28872
47313,19449,11021,26761
55937,22797,11276,32012
60392,54853,10798,4459
61019,31361,12136,28444
35212,33619,19283,0
45737,17776,23980,25563
67921,11562,8349,55524
63419,21809,21317,39478
29407,44381,12611,0
55272,33342,16739,20256
20326,35985,6729,0
50704,37385,17620,11557
78466,24086,4973,53882
35781,43879,16569,0
37485,23671,16286,12185
61460,44062,15955,15802
26857,34423,11325,0
40508,12109,17747,26624
58946,22519,16955,34731
40485,12150,13950,26940
46460,41632,18359,2992
61162,29752,14521,29957
56323,7716,17643,46842
54002,33757,14370,18808
44913,24628,16083,18676
55550,15161,17873,38601
48144,46779,13010,64
56867,31072,8830,24912
42546,27065,16380,13843
47261,26005,20946,19161
35150,14867,16495,18633
49474,16954,16590,30861
37834,42849,14789,0
33289,25261,18695,6158
53879,30220,14070,22252
53191,9556,12730,42362
61743,16819,20526,42871
43533,36098,12347,6200
56120,33777,19447,20398
58261,47533,20529,8675
56671,43429,17834,11458
37615,27692,8753,9047
52240,34729,15135,15997
55462,26833,13990,27230
50107,50548,12520,0
18702,41490,15713,0
52407,31696,18846,18826
83187,32003,12707,49913
44599,44448,14143,0
39078,35795,13794,1903
55600,45586,20819,7932
54685,8063,13714,45250
67891,34612,8827,32396
31131,24845,7132,5572
60970,47563,16813,11725
58856,45463,11196,12273
47867,30328,18343,15704
55080,45356,8343,8889
65441,47831,12305,16379
63084,30744,8347,31505
32854,54719,17173,0
62302,29686,18244,30791
49029,27854,16693,19505
51093,38658,9570,11478
51097,26462,11271,23507
47746,30853,16171,15275
67875,44094,6561,23124
48744,30192,13794,17172
33206,13049,22584,17898
44097,33673,14100,9014
52680,23037,7557,28887
68438,38652,11962,28589
59046,36961,11846,20900
37241,44714,25701,0
87277,39075,23328,45869
53971,40902,18654,11203
69130,23309,13284,44492
47724,38039,21003,7584
58000,49684,9332,7382
62592,23113,20382,37440
68272,47997,19639,18311
65860,24506,14243,39929
63082,21480,20695,39532
45273,32962,12763,11034
41423,37159,8674,3396
54989,39117,19889,13883
63996,20382,14573,42156
46659,34345,18008,10513
65977,23144,24104,40422
71789,15110,11388,55540
36255,20712,14283,14114
37446,22490,22848,12671
47894,35215,18343,10844
54614,41522,11501,11941
42131,15267,10224,25841
70283,33519,12359,35528
56361,18233,11307,36997
50591,36290,16186,12682
28461,23772,15392,3149
30262,19486,16396,9136
54215,37996,10795,15139
18011,24130,14645,0
65189,26840,4721,37876
47627,7800,15725,38254
98646,39465,20877,57093
84618,38209,7876,45621
47278,30054,17417,15482
48404,14724,11944,32485
64933,42093,19012,20938
75547,23337,15793,50630
25429,25466,17023,0
23204,53120,15324,0
40669,22963,21641,15541
58741,37422,16737,19645
57453,35620,11472,20685
66046,33901,15493,30595
32004,32820,13155,0
15257,33763,15811,0
62870,32719,12901,28860
37577,29480,11615,6935
19722,45112,15996,0
52175,16873,15278,33774
61897,40214,20319,19651
48169,38223,12925,8653
43132,36983,5095,5639
47609,41169,13180,5122
44441,29074,6867,14680
29779,11310,17078,16761
39279,29277,6630,9339
57819,20088,10058,36725
54825,22681,13188,30825
52520,17575,22719,32673
35072,25226,9635,8882
47277,24033,15062,21737
17344,6224,17899,9330
52677,37002,22420,13433
71432,52203,18888,17340
27888,36062,20469,0
41211,27970,19321,11308
54936,29452,8954,24588
68792,25790,16798,41322
43276,30900,19243,10451
39616,29629,10217,8965
20466,21589,12101,0
51551,46828,10984,3624
80631,15128,18863,63616
54160,37183,14653,15511
49665,28988,13395,19337
54831,49008,8591,4963
49833,33408,14663,14958
37804,26400,12162,10187
62349,27522,16216,33205
53386,30399,9285,22058
50264,18572,15889,30103
35369,22331,12805,11757
69552,12150,8753,56526
59970,20770,8363,38363
41706,30939,9114,9855
65027,33001,13968,30629
42536,10206,15604,30769
38269,28627,16349,8007
38604,35634,16537,1316
23433,28370,11207,0
57073,23662,20292,31381
22532,25878,12788,0
31573,24592,17250,5256
18866,23632,14179,0
48708,31738,16878,15282
47745,53076,13928,0
45099,22563,16968,20839
34361,26818,14963,6046
32416,29483,19069,1026
56965,23126,10906,32748
41741,40982,6150,144
54745,6291,10133,47440
36721,24689,20344,9997
52715,38183,14227,13109
69549,27059,15460,40944
58792,21791,9731,36027
43813,34407,15327,7873
53857,39063,9885,13805
46390,32106,10621,13221
50118,21987,12987,26832
45115,34562,17225,8830
47534,25979,17759,19779
53181,37451,17895,13940
35099,44832,7059,0
34761,3944,14966,29320
29171,31110,14016,0
25995,12642,7339,12619
31740,54417,15079,0
52391,25318,13747,25698
36608,37463,17557,0
57704,29646,15406,26517
50520,21969,12253,27325
20472,20779,19628,0
59824,45856,3893,13578
62161,39559,14678,21134
35092,49435,6183,0
56302,30554,10439,24704
37152,32879,17624,2510
51465,27328,8629,23274
31032,27129,7881,3114
23103,19581,26909,831
44257,30840,8203,12596
48144,22107,23252,23711
44034,34419,14138,8201
32239,31700,12375,0
44001,32876,17833,9341
54039,46751,21682,5119
49326,29622,9269,18777
52737,37567,12448,13925
39948,50515,19234,0
67575,43066,16439,22865
32357,41531,20509,0
57313,26933,17575,28622
67728,32296,24041,33027
57213,16817,15892,38806
46962,34989,16109,10362
42075,32744,16608,7670
65541,30233,14287,33879
28655,40271,19240,0
35448,17922,16185,15907
44036,46348,18940,0
68564,39017,19722,27574
55696,29293,17142,24688
35479,28512,17508,5216
45345,34806,9948,9544
40785,45208,12248,0
39353,31016,19216,6415
64683,31440,22118,31031
29423,30181,5297,0
74131,47820,12160,25095
62423,26311,15118,34600
66362,29704,10603,35597
43055,44634,10887,0
47750,31470,17374,14542
28502,41370,22906,0
42130,20887,4840,20759
57404,27947,14147,28042
69440,44844,17316,22864
33392,23236,18901,8265
44517,28487,16595,14370
47730,32566,23807,12783
29063,20108,15144,7440
58870,25861,21559,30853
39140,31126,11768,6837
47069,30466,15289,15074
43220,42803,8936,0
38159,45414,19504,0
49894,21439,14397,27015
46765,31112,16789,13974
44422,36742,13433,6336
39073,45163,17932,0
54792,37184,16987,15909
74804,32909,10026,40892
52098,36665,10316,14401
64941,36737,14861,26717
29146,20722,18297,6594
52366,31927,24314,18007
33539,44591,16514,0
27846,27926,20037,0
38909,31294,6935,6921
67878,27574,25064,37797
64250,6861,18028,55586
53645,30205,14751,21964
27009,33017,14176,0
47055,24875,9464,21233
54525,18453,10893,34982
52633,21193,24552,28984
22343,37641,10054,0
36645,49725,9958,0
49038,43824,11488,4065
58044,16556,9009,40587
17058,38546,15076,0
47568,23368,20444,22155
52145,24177,11947,26773
62744,25380,8133,36550
60392,37060,16459,21686
58738,39592,14721,17673
38000,29019,20013,6979
21379,29189,12727,0
44104,34642,13699,8092
65024,35679,14252,27919
70901,41762,15445,27594
60658,17156,13037,42198
56440,30200,12226,25017
55694,19319,5748,35800
41658,29490,12173,10950
48049,27738,18576,18453
75036,29532,19251,43578
35861,22002,12644,12594
74221,15127,21497,56944
45169,9055,14856,34628
69881,28688,8310,40362
28897,25689,6738,2534
58788,23240,21091,33438
38948,43225,13134,0
28770,21405,8929,6472
53278,44168,3703,8739
65142,46238,13021,17601
37325,10490,17023,25132
27514,30923,11511,0
48622,26003,9733,21645
48688,881,12253,46581
58224,15553,21215,40549
64243,37749,8035,25690
49108,50191,11791,0
77832,39026,21053,36700
53363,33236,17470,18380
44803,29786,15895,13427
25826,46826,11757,0
46060,51482,15152,0
44954,24131,12310,19592
64404,10000,10703,53333
56937,9018,9599,46959
32309,43218,18920,0
52583,29529,14697,21584
60072,31832,16572,26582
72920,12093,15758,59251
63312,22468,17204,39123
61412,27045,13726,32994
50901,32078,12591,17563
55824,26014,10923,28717
68742,19626,7930,48323
30008,22154,9389,6915
44758,42083,13172,1357
38411,32447,6984,5265
55687,36121,8088,18757
68453,21011,20210,45421
41045,461,16120,38972
14145,24768,12740,0
43816,21334,26357,19846
63702,33490,6758,29536
58064,62857,19878,0
56422,36951,14442,18026
45800,57359,18925,0
30814,35687,15544,0
57729,23701,5638,33464
37485,33479,15477,2458
82761,47806,16677,33287
58557,48295,4040,9858
41290,24246,24720,14572
40829,32531,16556,6642
48605,15707,18359,31062
46407,38246,9172,7243
66752,45533,18453,19373
52796,30397,20447,20354
39025,23326,16267,14072
78356,33601,14953,43259
50739,34174,10532,15511
61532,30811,13918,29329
40876,31787,12439,7845
55446,28261,17859,25399
54666,39959,10750,13632
21655,37362,17823,0
80229,20168,10805,58980
69359,19894,13688,48096
44042,27456,18080,14778
33465,37368,11481,0
55213,31480,18252,21907
51300,23568,17764,25955
55335,32615,13645,21355
52873,26691,20808,24101
57593,38804,15388,17250
71709,33330,20511,36327
58521,26847,23967,29277
34255,32315,13793,560
70438,43150,18224,25465
74609,24303,11812,49124
97280,34026,9835,62270
33147,29295,14022,2449
53643,34269,8186,18555
18768,23454,10311,0
58297,31103,17957,25398
41776,41078,12431,0
78851,20629,18552,56366
38380,16705,16497,20025
24662,17085,24255,5151
42931,18293,17621,22875
20367,35953,20571,0
61266,15941,17009,43624
19023,27021,16556,0
50426,36182,20823,12161
18832,34166,18343,0
45195,26144,16050,17446
74650,31909,16028,41138
55409,31071,17691,22568
37047,27757,11643,8125
49531,27891,11431,20496
50270,52354,22127,0
57089,38093,24322,16563
29497,54806,10355,0
58888,25030,11655,32692
9434,29150,20712,0
40551,16678,17667,22106
42675,21904,18382,18932
59499,49019,19483,8531
50339,24779,13796,24180
28916,49192,16649,0
35225,17566,16260,16033
52980,19465,10707,32444
48813,26587,16575,20568
41313,29362,21188,9832
42787,39230,13329,2224
60442,34507,15762,24358
42234,25836,16033,14794
48678,28666,13576,18654
82549,26809,18384,53901
28644,20853,11599,6631
22222,21120,21663,0
61753,40278,18131,19661
39820,11718,10316,27070
45226,46173,23490,0
38282,26570,15840,10128
46102,22274,11385,22689
73978,37397,20522,34528
62031,44852,17473,15431
62933,41176,6140,21143
28756,35018,12371,0
32732,40868,16395,0
7413,12835,4202,0
37859,24781,15425,11535
64350,20888,15789,41883
57754,42246,9082,14599
46677,26165,16353,18876
49665,38454,15037,9707
39666,35358,9043,3403
53071,21376,19597,29735
61488,24130,19189,35439
25761,42938,13551,0
54494,22245,14007,30848
63986,31248,18631,30874
43773,22174,13996,20199
60510,26860,5345,33115
92219,29538,17434,60937
48434,22171,10933,25169
55899,20395,13050,34199
38929,32862,22289,3838
52718,21552,14330,29733
56904,21893,15008,33510
52922,20609,17548,30558
34704,29220,17526,3731
53095,39437,10404,12617
71932,45065,14698,25397
56729,22740,15180,32471
64429,51503,16360,11290
46444,19952,16446,24847
61248,40835,27937,17619
54189,22783,9120,30494
35736,21290,19900,12456
54777,22552,20916,30133
35124,29475,17463,3902
40506,35799,11748,3532
52839,36698,23323,13808
54458,20560,4040,33494
32161,20103,11583,10899
65809,20833,20858,42890
58580,28886,13149,28379
39429,27898,22982,9232
26936,20498,7440,5694
47826,32696,9439,14186
43310,52625,12341,0
51697,24952,17086,25036
44553,25664,13889,17500
19888,35596,12548,0
44174,24411,22101,17552
45415,36689,22567,6469
59504,22814,12928,35397
39527,48321,6451,0
75180,33447,4212,41311
21325,23799,16196,0
69667,24113,18279,43726
46635,24862,15314,20241
62893,43727,14645,17701
51197,17312,10977,32787
67093,23320,18274,41945
44189,24383,23390,17467
33520,29843,3915,3285
71307,27288,14612,42557
48297,15087,10148,32195
53323,26001,7547,26567
68521,29004,9350,38582
34520,23719,16898,9111
58932,36867,17024,20362
41151,39194,22301,0
48017,29216,15043,17296
51084,32305,6208,18158
27496,8389,13809,17726
38317,25788,8068,11722
70266,40048,8966,29321
63292,25765,17902,35736
49060,22627,15970,24836
53646,52776,17937,0
45586,48190,13212,0
70348,34675,18952,33777
46994,41389,12932,4311
53477,7740,20583,43678
67190,22124,16723,43393
38339,25300,13965,11642
73381,27640,16060,44135
27043,25100,14910,452
74444,4499,22980,67647
44409,33860,16227,8926
46359,35436,14991,9423
21649,46018,13807,0
43178,22116,19215,19140
34402,21298,18539,11250
40885,3200,13630,36322
47940,27064,9221,19953
64366,39011,10490,24306
53114,23882,14079,27824
54615,51434,21744,1006
33567,27434,13749,4758
36788,31469,12029,4116
76980,16368,6196,59992
38971,32872,22567,3842
74843,10206,17845,62852
46354,36936,18980,7520
50034,37244,19808,10809
66055,43592,14176,21045
69078,19800,15422,47735
48337,31605,22443,14487
44176,35638,15897,6948
49161,34422,17937,12945
55069,21347,19352,31786
63369,6080,18214,55467
50063,33469,14359,15158
59283,28475,14830,29325
74575,24333,18888,48353
55719,37639,18880,16192
54674,29550,20841,23039
27216,16808,17755,8632
10539,10685,17983,0
55825,18710,12768,35838
48577,53930,12094,0
42278,37227,18903,3160
53652,31886,12129,20553
49093,28183,14896,19420
66916,27526,21895,37200
51291,41671,21102,7509
38796,25094,16508,12051
64852,35769,13519,27731
46743,26515,14383,18789
57898,49401,19338,6563
42838,37422,14817,3934
40252,42455,12208,0
51262,24155,21078,24999
50192,40581,15908,8020
57197,26874,12113,29111
45970,31100,17394,13130
22454,46350,19856,0
43508,19572,9961,22939
61907,32032,13997,28475
45539,34380,13766,9782
46304,35200,17261,9377
64795,25492,18160,37487
39320,50862,12242,0
26857,17050,7536,9053
47590,44588,20158,986
42737,42150,9400,0
35506,49008,16355,0
47369,14117,14340,31818
57372,21311,15812,34479
49860,44919,23256,2615
54604,11229,30191,40355
77201,13935,6832,62582
44856,25116,19919,17748
54175,31919,14218,20834
42361,45922,20239,0
37304,28147,19786,7178
41226,23917,22048,15104
42818,33113,16424,8062
55392,34695,10552,19641
85236,34412,19638,48860
39259,28220,15589,9480
43750,10449,13830,31918
49053,20823,12618,26968
55936,44202,20031,9730
53953,31870,23016,19781
69261,26774,9023,41584
13604,41181,18109,0
14196,18698,13138,0
42561,27746,7663,14048
66459,31377,15738,33508
26515,25586,10834,0
4885,31007,7111,0
58567,28123,11091,29334
53654,16006,9861,36661
33646,31814,11766,655
35216,16716,8370,17663
35453,31656,13024,2494
51658,43741,11433,6773
40605,27189,16878,11728
57410,18285,17967,37328
7180,28730,16300,0
37147,21680,13822,14084
33109,35945,13687,0
46154,28520,10814,16552
41929,47097,10935,0
61967,41629,18518,18486
22109,28469,6201,0
50682,37156,14596,12066
58375,26067,13382,30969
77849,30339,17995,45710
42773,26385,7874,15600
54866,37664,15062,15695
22942,44329,16714,0
14120,37986,5476,0
62671,39219,9628,22489
49916,39230,14541,9231
67677,35512,17570,30408
29398,18607,15912,9199
57798,47009,17802,9008
78032,48044,9603,29027
56295,27661,7056,27928
54148,26293,15422,26312
50128,36124,8853,13118
26436,35508,10673,0
70333,27980,19661,40386
40837,17499,15945,21743
57567,33057,12159,23294
26554,35514,11509,0
32308,37258,18104,0
71526,33492,16059,36428
44790,27288,8927,16609
71799,39940,5260,31333
48826,30658,24409,15727
22371,25350,8887,0
63381,28193,17638,33424
41151,12540,22553,26355
60480,28177,15737,30729
50378,36884,11997,12294
26853,33397,7869,0
52464,45206,7799,6478
82943,27370,16883,53884
57394,34873,22254,20295
49137,37927,13022,9907
66130,53428,12221,11479
53160,31447,18487,19864
53143,19558,11570,32428
33625,38479,16372,0
53507,48657,15209,3329
65531,26774,12952,37461
37459,38410,14922,0
71367,42287,23815,26698
48624,40170,18022,6651
36683,31255,20462,3381
64964,23015,10406,40908
45698,29187,20479,14463
61392,34586,18195,24986
45623,39082,7502,5790
49102,33339,17698,13993
57403,26200,12433,29959
54363,35553,7270,18083
20067,38600,15648,0
33181,33796,17695,0
63941,21638,15758,40727
48017,28185,14454,18386
42144,39478,13347,1331
29621,16169,27332,10718
33803,9068,9087,23826
19673,45080,19364,0
48480,35114,15077,11858
41023,36067,10727,3883
35501,19231,14758,14794
48978,37375,8035,10799
55459,32752,12022,21504
81397,14156,14765,65764
27321,44242,7244,0
67390,31586,17531,34050
64596,26039,10181,37538
38313,26220,7741,11318
